SubjectID,Age,FootSide,Foot_Length_mm,Foot_Breadth_mm,Ball_Breadth_mm,Heel_Breadth_mm,Toe1_Length_mm,Toe2_Length_mm,Toe3_Length_mm,Toe4_Length_mm,Toe5_Length_mm,Midfoot_Width_mm,Foot_Index_pct,Arch_Index,Heel_Angle_deg,Toe_Angle_deg,Sex
S02991,25,Left,251.9,106.9,93.1,66.3,36.8,35.1,35.0,33.9,29.4,30.5,42.44,0.12,19.5,13.4,1
S02992,26,Right,247.7,100.6,90.0,61.7,40.0,34.9,33.3,30.1,27.9,26.2,40.61,0.11,18.4,10.8,0
S02993,20,Right,234.0,88.5,89.7,62.0,36.7,34.4,33.4,28.3,27.1,29.6,37.82,0.13,22.5,11.2,0
S02994,21,Left,277.0,108.5,89.6,66.0,46.7,40.1,35.7,34.1,30.3,30.5,39.17,0.11,23.3,10.7,1
S02995,28,Right,265.6,109.6,96.8,64.5,44.8,38.8,39.6,32.2,28.3,30.3,41.27,0.11,19.3,13.1,1
S02996,20,Left,237.4,90.5,77.0,57.5,35.3,35.0,30.4,30.7,23.0,31.4,38.12,0.13,22.5,7.9,0
S02997,24,Left,259.7,112.3,93.9,64.5,38.7,40.2,35.2,32.8,30.2,29.5,43.24,0.11,19.7,12.1,1
S02998,38,Left,258.4,100.3,95.5,68.6,39.7,39.0,34.0,34.3,29.5,32.5,38.82,0.13,26.8,13.4,1
S02999,21,Left,271.5,104.7,97.5,66.9,42.0,41.9,37.9,34.1,27.3,32.0,38.56,0.12,20.0,10.0,1
S03000,19,Right,235.2,96.4,85.6,63.9,38.1,32.7,31.1,30.4,22.4,26.2,40.99,0.11,18.9,11.9,0
S03001,23,Left,250.5,93.9,88.6,59.9,40.5,36.2,37.6,29.6,31.8,28.6,37.49,0.11,22.7,10.2,0
S03002,18,Right,241.0,89.3,88.1,59.1,42.2,37.0,33.3,33.1,27.9,30.4,37.05,0.13,18.0,9.5,0
S03003,30,Left,279.7,102.3,98.4,65.3,42.6,41.4,37.8,36.4,29.2,31.3,36.57,0.11,18.6,14.7,1
S03004,28,Right,214.9,102.7,85.1,64.6,37.1,31.6,31.3,25.1,24.4,28.1,47.79,0.13,22.1,11.8,0
S03005,24,Left,251.5,99.8,77.7,56.1,40.8,35.0,36.0,33.0,28.6,28.4,39.68,0.11,19.0,11.8,0
S03006,28,Right,239.8,85.8,84.2,55.7,37.6,30.8,32.6,30.5,27.3,31.0,35.78,0.13,21.0,8.7,0
S03007,32,Left,253.6,87.6,76.5,55.9,40.8,37.9,33.9,30.9,28.0,27.7,34.54,0.11,17.8,10.5,0
S03008,31,Left,261.9,108.1,93.2,65.1,43.8,40.8,35.9,33.3,31.6,30.2,41.28,0.12,23.0,11.2,1
S03009,18,Left,240.3,89.4,88.1,57.9,41.4,34.0,31.2,31.1,26.4,30.6,37.2,0.13,23.7,10.4,0
S03010,31,Right,259.0,106.7,97.5,63.7,42.2,39.0,38.6,36.3,30.7,32.4,41.2,0.12,23.6,10.5,1
S03011,18,Right,226.3,101.2,86.3,59.2,35.9,35.5,32.6,28.9,27.0,28.1,44.72,0.12,22.1,7.4,0
S03012,21,Left,268.9,113.2,93.5,61.3,42.2,39.8,36.7,34.6,30.0,30.3,42.1,0.11,19.3,11.2,1
S03013,28,Left,280.3,110.3,102.1,61.6,45.6,39.2,39.7,37.5,32.6,29.2,39.35,0.1,19.9,11.1,1
S03014,29,Right,255.2,110.3,89.8,65.6,39.1,37.6,32.9,32.5,28.9,32.5,43.22,0.13,22.9,12.4,1
S03015,19,Left,236.9,102.8,82.1,56.9,36.5,34.0,32.2,30.5,24.5,32.0,43.39,0.14,20.9,7.1,0
S03016,18,Right,268.1,96.8,101.0,67.5,42.9,40.9,34.0,31.8,30.6,31.3,36.11,0.12,19.8,13.3,1
S03017,26,Right,251.1,102.9,87.3,53.9,40.5,40.3,34.2,28.0,25.6,28.8,40.98,0.12,17.6,13.2,0
S03018,18,Right,263.4,103.4,97.1,65.2,42.0,38.6,37.8,32.8,30.7,29.6,39.26,0.11,27.3,13.7,1
S03019,34,Right,272.4,102.1,84.7,64.6,45.3,37.5,35.9,35.4,34.7,31.5,37.48,0.12,20.6,11.4,1
S03020,20,Left,246.9,95.3,88.0,58.0,40.5,36.7,34.3,29.4,25.8,25.3,38.6,0.1,18.6,9.0,0
S03021,20,Left,268.6,99.4,91.0,62.8,40.6,42.5,38.5,33.2,27.2,27.2,37.01,0.1,21.2,13.3,1
S03022,24,Left,278.5,103.8,95.2,63.2,46.8,39.5,38.5,32.3,29.6,30.0,37.27,0.11,23.6,15.0,1
S03023,20,Right,234.1,97.0,78.1,58.4,36.8,33.8,29.3,28.1,25.8,31.1,41.44,0.13,17.7,8.0,0
S03024,38,Left,273.0,103.5,96.7,65.7,40.6,40.3,38.7,34.8,34.0,30.5,37.91,0.11,21.5,11.5,1
S03025,20,Right,264.3,108.2,90.0,67.5,43.8,38.6,37.2,32.6,27.9,31.3,40.94,0.12,17.9,12.5,1
S03026,20,Right,260.7,91.2,87.6,64.6,43.7,39.4,37.4,33.6,28.7,31.2,34.98,0.12,23.6,11.6,1
S03027,26,Right,249.3,95.1,83.3,59.3,38.9,37.0,36.3,32.1,25.7,31.9,38.15,0.13,27.4,9.9,0
S03028,24,Left,249.2,94.0,85.1,59.5,41.2,38.4,32.0,34.0,26.9,30.2,37.72,0.12,20.5,10.2,0
S03029,28,Left,260.8,97.6,88.4,56.3,43.4,36.5,34.1,32.4,28.9,31.7,37.42,0.12,21.9,10.6,0
S03030,20,Right,243.4,99.9,85.6,57.9,41.1,36.0,27.4,30.7,23.0,33.2,41.04,0.14,21.1,10.7,0
S03031,29,Left,248.6,114.3,97.5,71.6,42.9,35.8,32.6,27.7,30.3,27.7,45.98,0.11,22.8,9.7,1
S03032,24,Right,280.7,106.3,88.3,73.1,46.6,38.8,41.2,34.9,30.3,29.9,37.87,0.11,22.5,13.6,1
S03033,22,Left,246.5,94.0,86.9,68.0,39.6,35.1,37.4,33.1,28.2,29.3,38.13,0.12,21.2,5.3,0
S03034,18,Right,289.3,108.7,103.0,59.4,46.6,42.8,38.1,37.9,31.1,33.9,37.57,0.12,19.2,8.2,1
S03035,20,Right,276.9,109.0,92.8,63.0,42.1,42.3,39.1,33.0,30.0,32.3,39.36,0.12,20.7,15.6,1
S03036,26,Right,287.0,98.4,92.8,71.2,46.3,42.2,40.5,37.7,31.5,30.4,34.29,0.11,14.9,12.1,1
S03037,22,Left,257.9,91.2,96.6,66.3,38.3,36.4,32.8,30.4,29.5,32.2,35.36,0.12,23.7,11.5,1
S03038,40,Right,253.4,86.9,90.4,62.8,42.1,35.2,36.4,33.2,25.0,30.4,34.29,0.12,20.9,10.0,0
S03039,24,Left,247.1,106.6,88.6,68.5,39.6,37.5,32.8,28.7,29.4,33.3,43.14,0.14,23.7,12.8,1
S03040,18,Left,247.0,97.5,85.9,61.1,41.4,33.7,34.8,28.8,25.9,29.2,39.47,0.12,21.2,11.1,0
S03041,19,Right,289.6,100.5,89.4,65.4,46.0,45.2,39.9,39.0,33.1,32.7,34.7,0.11,23.9,15.2,1
S03042,25,Left,236.4,91.9,79.1,60.1,38.2,35.2,29.5,27.7,25.3,26.7,38.87,0.11,13.9,11.9,0
S03043,34,Right,283.7,93.9,100.5,72.1,45.1,41.9,37.6,38.9,34.7,29.9,33.1,0.1,22.4,15.6,1
S03044,37,Right,263.2,103.3,91.6,67.1,40.0,40.4,39.5,31.5,25.6,30.8,39.25,0.12,22.9,12.9,1
S03045,34,Right,254.8,90.0,83.4,60.7,41.7,40.2,35.1,32.5,27.6,29.0,35.32,0.11,20.2,14.2,0
S03046,27,Left,246.5,95.3,91.9,61.0,40.4,38.6,33.0,29.1,28.3,28.1,38.66,0.11,24.7,5.2,0
S03047,22,Right,274.3,109.9,99.0,69.0,45.6,42.4,41.4,30.7,29.1,34.4,40.07,0.12,22.2,13.8,1
S03048,18,Right,286.9,114.1,89.2,66.7,45.7,41.0,39.2,35.4,33.0,33.7,39.77,0.12,22.4,11.0,1
S03049,18,Left,294.5,101.6,93.3,61.7,46.4,44.7,39.7,38.4,35.4,32.4,34.5,0.11,28.0,14.1,1
S03050,25,Left,255.9,99.6,95.4,68.1,39.9,39.4,34.9,29.1,26.3,30.6,38.92,0.12,22.3,11.1,1
S03051,18,Right,262.4,98.2,93.2,67.1,43.6,40.2,37.8,32.6,27.2,31.7,37.42,0.12,18.2,13.1,1
S03052,27,Left,256.2,112.5,97.8,67.7,41.4,37.8,33.8,32.7,26.6,31.3,43.91,0.12,22.3,12.8,1
S03053,30,Left,274.8,103.4,91.7,64.7,42.2,41.6,37.3,35.0,30.6,30.2,37.63,0.11,19.4,14.6,1
S03054,26,Right,272.6,107.9,92.0,69.9,43.5,40.3,31.1,34.2,28.1,30.4,39.58,0.11,19.9,10.7,1
S03055,24,Left,251.7,93.8,84.1,61.0,38.3,38.1,34.6,33.9,27.7,31.8,37.27,0.13,24.5,10.8,0
S03056,24,Left,250.8,96.9,79.9,60.3,37.8,39.2,36.3,30.6,29.7,27.5,38.64,0.11,19.6,8.8,0
S03057,24,Left,245.8,94.3,94.1,58.5,38.4,39.4,32.4,29.2,28.4,33.8,38.36,0.14,22.8,10.1,0
S03058,33,Left,293.2,98.2,92.5,66.0,49.5,46.5,39.0,35.4,34.6,30.6,33.49,0.1,22.7,13.9,1
S03059,29,Right,273.5,105.5,101.9,68.1,44.5,41.4,36.1,36.8,30.9,30.5,38.57,0.11,23.8,14.8,1
S03060,27,Right,238.9,94.8,87.4,57.1,38.7,33.9,32.5,29.5,27.0,29.4,39.68,0.12,23.7,9.9,0
S03061,21,Left,281.2,110.8,95.5,68.2,45.5,42.6,40.0,34.1,30.9,33.2,39.4,0.12,19.2,14.2,1
S03062,25,Right,259.3,104.4,86.8,65.7,41.1,38.7,39.3,30.0,31.6,29.8,40.26,0.12,20.0,14.1,1
S03063,20,Right,234.3,92.3,89.4,61.9,37.2,32.2,33.5,28.8,24.3,28.1,39.39,0.12,21.9,9.7,0
S03064,25,Left,226.9,92.7,83.7,59.1,35.5,32.4,30.5,27.2,26.2,29.1,40.86,0.13,19.3,9.9,0
S03065,31,Right,239.2,100.0,82.4,59.4,39.9,34.3,34.4,29.0,26.3,31.0,41.81,0.13,22.9,9.5,0
S03066,20,Left,273.2,95.7,85.6,65.7,46.9,40.1,38.1,27.9,31.9,32.0,35.03,0.12,24.0,12.1,1
S03067,18,Right,260.9,96.3,89.8,70.3,37.0,38.8,35.4,30.9,28.7,31.0,36.91,0.12,22.4,11.7,1
S03068,28,Left,235.3,92.0,88.6,57.6,35.1,34.3,31.9,30.6,23.1,29.7,39.1,0.13,23.5,8.4,0
S03069,25,Left,244.2,100.8,92.5,67.9,39.5,38.3,32.9,28.3,26.0,28.9,41.28,0.12,26.7,13.6,1
S03070,27,Right,252.2,100.3,89.4,61.6,40.0,38.5,35.0,31.2,29.6,29.9,39.77,0.12,17.9,7.9,0
S03071,18,Right,233.7,91.6,80.4,59.5,38.8,33.6,32.1,27.4,24.3,31.9,39.2,0.14,13.8,8.5,0
S03072,18,Left,248.1,98.3,88.9,58.6,40.7,38.5,33.1,30.8,25.8,28.0,39.62,0.11,19.0,8.2,0
S03073,24,Left,274.0,102.9,97.5,61.4,43.7,39.6,35.9,35.0,28.7,30.7,37.55,0.11,24.6,11.4,1
S03074,32,Left,269.2,99.6,92.1,67.1,41.3,37.4,34.3,34.5,28.9,28.4,37.0,0.1,21.8,13.4,1
S03075,24,Right,227.5,86.2,87.9,61.5,36.0,34.6,29.6,29.0,26.4,29.7,37.89,0.13,20.1,9.7,0
S03076,33,Right,257.6,91.1,89.8,59.8,42.8,36.7,31.5,29.0,33.5,27.8,35.36,0.11,23.3,7.4,0
S03077,26,Left,249.2,106.4,81.9,59.5,39.0,37.1,34.4,33.0,26.3,28.5,42.7,0.11,20.7,6.4,0
S03078,32,Left,274.0,99.6,96.9,64.1,43.2,39.0,38.4,34.9,27.7,29.8,36.35,0.11,20.2,13.3,1
S03079,20,Left,268.5,108.3,96.0,68.8,40.8,40.5,33.9,34.0,32.2,28.8,40.34,0.11,17.7,15.3,1
S03080,21,Left,249.7,92.1,86.7,68.1,40.6,38.0,33.5,29.0,29.5,27.8,36.88,0.11,19.3,13.6,0
S03081,22,Right,259.6,95.4,90.0,59.4,39.2,36.9,32.8,30.9,26.2,30.1,36.75,0.12,22.1,13.0,0
S03082,24,Left,255.5,95.1,88.2,56.8,40.3,37.5,33.5,34.8,29.1,30.2,37.22,0.12,19.7,7.7,0
S03083,24,Right,264.9,107.1,99.7,63.1,41.9,42.4,38.4,28.6,28.4,31.8,40.43,0.12,24.2,14.2,1
S03084,18,Left,250.5,92.4,83.5,55.5,43.2,37.5,34.4,31.4,31.7,29.6,36.89,0.12,19.4,13.6,0
S03085,24,Right,224.7,93.8,80.8,55.5,37.8,32.3,30.1,27.0,20.6,32.3,41.74,0.14,17.2,12.0,0
S03086,19,Right,271.3,98.2,86.0,58.2,42.6,37.8,40.7,33.9,31.7,31.1,36.2,0.12,19.3,8.4,0
S03087,20,Right,251.4,105.8,90.0,70.7,40.0,35.6,35.3,33.0,26.7,35.2,42.08,0.14,26.5,12.1,1
S03088,22,Left,250.6,104.9,98.9,68.7,36.8,37.1,32.8,31.1,26.8,34.5,41.86,0.14,22.3,12.6,1
S03089,24,Left,250.7,92.7,90.9,57.8,41.0,35.2,35.9,30.2,28.1,27.4,36.98,0.11,19.0,7.3,0
S03090,34,Right,281.8,96.6,96.9,70.9,46.5,42.3,39.9,30.7,30.7,28.4,34.28,0.1,23.1,10.0,1
S03091,30,Left,265.0,103.4,96.8,68.2,40.9,40.6,35.9,34.7,34.6,31.1,39.02,0.12,25.6,14.1,1
S03092,22,Left,260.7,96.5,85.2,58.8,40.9,39.6,35.7,33.7,29.8,29.0,37.02,0.11,21.2,8.8,0
S03093,24,Left,286.1,108.4,101.6,63.7,44.0,43.3,40.5,33.1,33.4,30.1,37.89,0.1,23.6,9.4,1
S03094,18,Left,236.3,90.6,94.0,60.4,37.9,35.8,31.7,28.0,24.5,27.3,38.34,0.12,14.0,10.1,0
S03095,18,Right,276.6,114.0,95.3,68.2,41.9,45.4,39.3,34.9,34.2,28.6,41.21,0.1,18.7,14.1,1
S03096,32,Right,236.7,92.8,85.0,61.9,36.1,34.9,35.0,29.4,24.7,26.3,39.21,0.11,18.5,7.8,0
S03097,22,Right,251.5,93.5,83.8,59.6,40.4,38.0,32.6,33.9,26.3,25.6,37.18,0.1,15.9,10.0,0
S03098,30,Right,269.2,105.2,85.0,67.4,44.1,40.9,34.8,36.3,32.7,33.7,39.08,0.12,24.4,11.3,1
S03099,25,Left,287.1,109.3,91.7,63.9,45.3,43.6,36.6,35.0,30.6,27.9,38.07,0.1,17.3,15.0,1
S03100,29,Right,251.6,99.6,96.3,66.8,38.3,37.3,35.8,28.7,31.2,32.1,39.59,0.13,23.8,12.0,1
S03101,35,Right,281.5,100.6,93.4,67.7,46.6,41.6,39.3,34.5,31.3,31.7,35.74,0.11,14.6,10.7,1
S03102,31,Left,251.4,103.4,86.3,65.2,40.4,38.0,36.2,31.6,24.6,27.0,41.13,0.11,28.0,10.2,0
S03103,29,Right,232.2,95.8,80.8,59.7,34.9,34.8,31.2,26.5,24.7,26.8,41.26,0.12,18.6,9.7,0
S03104,29,Right,271.2,98.3,92.3,71.2,41.5,39.5,39.1,34.3,27.2,31.4,36.25,0.12,21.5,12.1,1
S03105,30,Right,272.9,102.7,96.1,67.1,43.8,40.6,37.3,34.3,32.1,31.7,37.63,0.12,18.7,13.9,1
S03106,31,Left,267.1,102.2,90.3,67.3,43.6,42.8,34.9,35.5,32.1,30.2,38.26,0.11,19.8,9.1,1
S03107,25,Left,241.5,91.4,87.0,55.9,38.0,35.3,29.2,30.7,25.6,30.6,37.85,0.13,19.2,8.0,0
S03108,28,Left,276.9,109.9,101.5,59.3,45.8,41.9,38.5,34.8,31.0,31.7,39.69,0.11,24.7,13.7,1
S03109,24,Left,242.8,106.6,88.4,63.2,37.6,35.5,33.1,29.7,27.0,29.3,43.9,0.12,19.4,9.5,0
S03110,33,Right,229.1,82.3,86.2,60.3,37.5,29.3,28.2,27.7,26.8,25.4,35.92,0.11,21.3,9.5,0
S03111,25,Left,244.7,95.8,85.3,52.2,38.9,35.1,31.1,31.5,27.0,27.3,39.15,0.11,17.7,10.2,0
S03112,27,Right,283.3,101.8,91.0,70.9,45.6,43.5,35.2,33.5,35.9,32.7,35.93,0.12,18.8,12.5,1
S03113,19,Right,261.7,103.4,84.5,54.9,44.1,39.6,36.6,30.9,25.3,29.6,39.51,0.11,19.2,10.0,0
S03114,21,Left,264.2,105.8,92.2,70.2,40.9,37.6,34.5,33.1,29.4,29.9,40.05,0.11,22.0,12.8,1
S03115,28,Left,268.6,102.6,92.9,66.3,44.8,41.3,35.9,34.1,34.1,28.6,38.2,0.11,19.0,12.1,1
S03116,41,Left,245.7,92.5,80.2,65.9,38.8,37.5,33.8,29.6,26.0,26.2,37.65,0.11,23.4,9.8,0
S03117,33,Left,239.6,92.2,81.4,56.2,38.5,36.3,32.3,31.2,27.1,32.6,38.48,0.14,16.7,7.2,0
S03118,28,Right,303.4,106.6,92.8,71.3,47.5,45.0,35.4,37.5,36.2,30.1,35.14,0.1,20.7,11.1,1
S03119,36,Right,272.7,104.4,98.0,71.9,42.4,38.7,37.1,34.2,31.1,29.4,38.28,0.11,24.2,9.8,1
S03120,24,Right,258.0,103.6,97.2,67.9,41.6,40.2,35.6,31.0,25.7,32.0,40.16,0.12,19.7,11.5,1
S03121,31,Right,267.3,96.0,89.3,65.5,44.6,38.3,36.1,31.4,30.9,32.0,35.91,0.12,17.6,11.9,1
S03122,26,Left,250.2,107.6,88.2,63.8,37.8,35.1,38.7,32.0,23.8,27.9,43.01,0.11,22.2,12.3,1
S03123,21,Left,290.3,104.4,96.8,67.9,47.0,40.9,38.6,32.9,34.6,33.7,35.96,0.12,23.3,9.5,1
S03124,28,Right,279.4,99.8,89.7,66.6,44.0,41.0,37.1,34.3,29.2,30.9,35.72,0.11,17.7,13.0,1
S03125,26,Right,229.9,90.2,83.1,59.8,33.5,33.9,32.0,28.5,25.1,27.7,39.23,0.12,19.0,9.0,0
S03126,18,Left,255.6,93.7,90.4,59.3,42.1,37.1,34.9,34.0,27.4,22.9,36.66,0.09,17.7,13.0,0
S03127,34,Left,236.4,94.4,83.8,63.5,39.0,37.3,33.6,28.3,25.1,29.5,39.93,0.12,19.0,11.9,0
S03128,19,Left,298.7,103.7,93.2,63.7,48.6,46.1,39.4,38.2,31.4,27.2,34.72,0.09,23.4,16.1,1
S03129,18,Left,247.2,103.3,93.2,60.6,39.1,35.5,33.8,31.5,28.6,27.0,41.79,0.11,17.0,9.5,0
S03130,25,Left,248.2,93.8,81.6,63.8,40.2,38.0,32.5,30.6,25.8,31.8,37.79,0.13,16.8,8.0,0
S03131,25,Right,231.0,91.5,80.0,63.3,37.3,37.2,32.1,30.9,26.2,31.2,39.61,0.14,20.0,12.5,0
S03132,30,Right,249.4,92.8,90.3,58.9,39.6,36.1,32.6,34.5,28.4,29.1,37.21,0.12,18.6,12.2,0
S03133,21,Left,246.4,103.1,82.0,57.3,38.0,35.7,30.8,30.1,27.2,32.0,41.84,0.13,19.6,12.5,0
S03134,29,Right,229.9,96.2,86.5,57.8,37.0,35.5,29.6,29.2,25.1,30.9,41.84,0.13,23.2,10.1,0
S03135,24,Right,267.3,104.8,95.4,67.6,41.0,37.6,36.8,30.6,31.7,31.6,39.21,0.12,25.4,13.0,1
S03136,24,Left,253.6,87.4,79.6,58.2,40.7,39.1,35.6,29.6,29.2,30.5,34.46,0.12,21.5,15.0,0
S03137,29,Right,256.6,100.3,84.0,57.4,42.3,38.7,34.2,31.7,29.4,29.5,39.09,0.12,21.1,10.5,0
S03138,29,Right,234.1,98.2,89.4,58.7,38.4,32.7,35.4,27.8,25.2,28.7,41.95,0.12,20.2,10.9,0
S03139,27,Right,231.7,96.8,92.4,61.1,40.2,37.7,33.7,28.7,25.4,28.3,41.78,0.12,22.4,7.9,0
S03140,24,Right,268.8,99.8,91.1,63.6,44.8,39.6,34.8,34.3,29.6,33.1,37.13,0.12,22.4,9.1,1
S03141,22,Right,256.1,111.8,93.1,63.3,38.9,36.4,34.0,33.3,29.8,32.8,43.65,0.13,22.1,14.0,1
S03142,23,Left,215.7,82.0,82.6,59.0,35.6,31.2,31.1,27.0,22.4,31.5,38.02,0.15,20.8,7.4,0
S03143,29,Right,254.2,95.7,84.4,60.5,41.4,39.3,36.2,32.2,30.5,29.6,37.65,0.12,17.7,6.8,0
S03144,33,Right,254.8,96.8,87.5,62.2,40.1,36.9,38.6,34.0,27.9,30.4,37.99,0.12,17.2,8.8,0
S03145,18,Right,273.4,103.1,102.1,65.3,44.2,43.4,38.9,32.1,27.5,34.2,37.71,0.12,24.2,12.7,1
S03146,28,Right,284.3,105.3,91.0,68.3,47.4,42.7,37.8,33.7,29.4,32.6,37.04,0.12,24.8,11.5,1
S03147,39,Left,242.1,88.9,81.5,57.8,41.0,35.5,36.9,26.7,28.6,28.2,36.72,0.12,18.8,9.1,0
S03148,23,Left,244.3,89.5,85.0,58.5,37.2,37.4,30.5,31.2,28.0,27.9,36.64,0.11,23.1,8.9,0
S03149,21,Right,230.6,93.7,85.6,59.6,35.5,35.9,33.0,30.4,28.2,27.0,40.63,0.12,21.3,11.8,0
S03150,38,Left,260.2,99.9,99.5,70.0,43.7,37.4,36.7,27.6,27.8,29.9,38.39,0.12,21.2,12.2,1
S03151,23,Left,231.5,95.2,78.3,62.8,39.5,34.6,31.3,30.5,26.5,29.0,41.12,0.12,18.7,10.1,0
S03152,18,Right,268.8,99.9,97.2,67.7,44.5,40.7,33.3,31.8,33.1,32.6,37.17,0.12,17.1,12.9,1
S03153,20,Right,219.8,101.9,83.4,60.7,37.0,30.7,31.7,29.7,24.1,31.5,46.36,0.14,17.7,6.9,0
S03154,18,Left,267.6,108.1,95.2,65.7,44.5,37.6,36.7,34.7,28.6,32.0,40.4,0.12,21.6,12.4,1
S03155,27,Right,266.4,103.4,86.4,69.0,42.5,36.8,35.2,29.1,26.9,27.6,38.81,0.1,28.9,12.6,1
S03156,25,Right,238.1,94.4,92.0,59.7,38.9,35.3,31.9,29.5,27.7,28.9,39.65,0.12,19.5,9.5,0
S03157,19,Right,257.5,84.2,92.5,60.2,43.5,40.3,35.7,33.6,30.9,26.9,32.7,0.1,22.7,10.6,0
S03158,19,Left,272.3,112.7,97.5,66.4,48.2,40.2,37.1,34.4,29.0,33.8,41.39,0.12,21.7,13.3,1
S03159,18,Left,246.6,91.1,87.2,58.0,41.6,39.8,34.6,29.5,25.4,27.6,36.94,0.11,18.6,8.9,0
S03160,32,Left,265.3,99.7,94.1,67.1,38.9,37.9,38.2,32.4,24.0,34.2,37.58,0.13,19.3,11.1,1
S03161,31,Left,261.1,97.4,98.4,65.8,41.4,39.6,36.0,33.5,31.6,30.5,37.3,0.12,21.9,17.4,1
S03162,22,Left,259.0,104.7,98.0,65.5,42.2,38.2,33.6,34.7,30.2,28.8,40.42,0.11,23.3,11.6,1
S03163,28,Left,253.9,109.3,101.8,65.4,40.9,37.6,33.2,30.8,28.5,35.5,43.05,0.14,18.8,12.0,1
S03164,22,Left,243.0,96.5,86.7,55.7,40.1,33.4,34.2,31.2,29.5,27.3,39.71,0.11,17.0,12.2,0
S03165,18,Right,255.9,101.8,92.1,67.7,39.7,38.9,35.6,28.7,30.5,35.4,39.78,0.14,20.6,13.8,1
S03166,33,Left,262.9,107.8,100.3,67.1,44.0,40.2,34.7,34.3,31.3,30.0,41.0,0.11,22.1,10.9,1
S03167,18,Right,257.3,96.0,82.8,58.7,40.8,37.7,33.8,35.7,29.5,30.8,37.31,0.12,20.5,10.6,0
S03168,23,Right,279.0,109.8,90.5,64.5,44.9,44.2,36.8,33.8,31.4,32.3,39.35,0.12,23.6,12.1,1
S03169,23,Right,249.0,92.2,87.8,58.3,38.7,38.4,33.1,30.2,30.4,32.0,37.03,0.13,22.6,10.1,0
S03170,39,Left,290.1,100.5,89.7,63.4,47.5,42.7,37.2,35.6,36.9,31.9,34.64,0.11,26.4,9.4,1
S03171,26,Left,251.2,87.1,88.1,63.1,39.2,39.9,32.7,30.6,25.5,25.6,34.67,0.1,21.1,13.0,0
S03172,22,Right,273.0,102.3,92.7,65.4,42.2,41.0,37.0,35.5,30.2,30.2,37.47,0.11,24.3,8.3,1
S03173,18,Left,250.9,102.6,92.3,67.7,41.5,37.8,35.5,32.3,28.3,30.8,40.89,0.12,20.2,11.1,1
S03174,33,Right,252.3,108.5,88.2,70.0,41.8,35.8,35.2,33.4,26.6,33.5,43.0,0.13,22.5,10.6,1
S03175,29,Right,261.3,108.4,83.2,65.5,42.3,38.6,32.6,30.3,29.0,28.2,41.48,0.11,24.5,11.5,1
S03176,28,Left,288.5,102.6,91.7,70.7,45.4,41.9,40.0,35.4,31.0,29.6,35.56,0.1,26.1,11.7,1
S03177,21,Right,241.4,97.6,84.6,65.0,39.1,33.0,30.4,29.3,25.2,29.0,40.43,0.12,22.4,11.2,0
S03178,18,Left,245.2,91.0,87.0,62.4,38.7,37.0,32.5,27.4,23.7,29.3,37.11,0.12,24.6,8.1,0
S03179,20,Left,248.6,92.0,88.1,59.3,40.3,36.3,34.6,31.2,29.3,27.8,37.01,0.11,18.2,11.4,0
S03180,35,Right,260.3,91.7,91.7,62.6,39.7,37.3,34.8,31.9,23.6,27.5,35.23,0.11,18.3,13.8,0
S03181,26,Left,260.4,103.2,84.0,62.7,43.2,36.9,36.6,33.3,27.0,32.9,39.63,0.13,26.0,9.1,1
S03182,30,Left,272.3,100.9,94.8,73.8,42.2,39.7,34.8,35.9,32.7,29.1,37.05,0.11,21.5,12.8,1
S03183,25,Left,258.9,104.4,102.0,70.7,39.1,37.1,37.9,32.3,29.7,30.5,40.32,0.12,27.4,12.3,1
S03184,29,Left,288.6,106.6,93.7,68.9,46.6,41.2,39.7,34.2,36.0,31.5,36.94,0.11,19.2,11.2,1
S03185,29,Right,231.9,95.3,82.2,58.9,37.0,34.4,30.9,27.9,25.6,27.4,41.1,0.12,21.1,7.5,0
S03186,24,Left,243.3,93.6,89.4,60.6,36.5,36.7,33.6,32.0,27.4,26.0,38.47,0.11,23.6,12.3,0
S03187,28,Right,273.6,109.9,93.5,63.2,46.8,43.7,39.4,36.1,30.0,31.2,40.17,0.11,26.1,12.5,1
S03188,20,Left,268.7,96.6,91.1,72.8,44.1,35.8,38.8,31.2,31.5,33.6,35.95,0.12,22.3,10.0,1
S03189,20,Right,252.6,99.1,84.8,62.4,36.5,37.2,36.2,29.0,29.2,29.5,39.23,0.12,15.3,13.2,0
S03190,31,Right,250.7,91.5,80.4,60.0,40.5,37.4,34.1,33.2,26.3,32.8,36.5,0.13,15.0,8.5,0
S03191,18,Right,272.6,112.0,88.6,62.7,40.4,38.6,34.4,35.5,28.0,31.4,41.09,0.12,20.1,14.0,1
S03192,29,Left,255.7,107.0,85.1,61.2,39.9,36.9,35.0,30.7,22.9,27.7,41.85,0.11,23.2,10.1,0
S03193,25,Left,235.8,95.1,88.0,62.5,35.8,35.0,30.8,26.0,25.7,27.6,40.33,0.12,21.8,12.3,0
S03194,20,Right,283.4,103.2,98.3,62.9,45.9,43.8,37.5,35.1,32.3,33.3,36.41,0.12,17.4,11.7,1
S03195,19,Right,276.6,108.0,95.0,73.0,43.6,38.9,34.8,37.0,30.8,30.4,39.05,0.11,22.7,9.5,1
S03196,18,Right,251.9,86.4,76.8,60.8,40.3,40.7,31.8,31.9,29.1,29.7,34.3,0.12,23.3,8.7,0
